crop,health_status,n,p,k,ph,soil_moisture
Cotton,Phosphorus Deficiency,107.27,23.72,71.04,7.41,69.98
Maize,Optimal Health,93.33,55.31,60.14,7.5,82.89
Cotton,Nitrogen Deficiency,14.15,42.28,56.32,6.94,62.36
Rice,Potassium Toxicity,88.4,59.63,202.43,6.23,62.63
Rice,Nitrogen Deficiency,27.54,37.26,55.32,7.22,65.42
Maize,Potassium Toxicity,100.03,48.56,165.92,7.22,75.94
Sugarcane,Optimal Health,99.67,46.3,63.88,6.28,60.98
Maize,pH Stress,108.6,59.78,58.62,4.93,62.83
Maize,pH Stress,87.23,35.27,62.47,4.57,64.01
Sugarcane,Optimal Health,78.26,51.13,66.93,6.18,76.73
Rice,Potassium Toxicity,75.66,40.56,194.91,6.83,70.86
Cotton,Nitrogen Deficiency,14.5,58.33,53.25,6.61,61.41
Maize,Phosphorus Deficiency,87.2,13.13,75.2,6.01,75.1
Sugarcane,Optimal Health,94.17,45.27,63.17,6.54,68.56
Rice,Phosphorus Deficiency,78.13,24.33,68.18,7.07,72.96
Sugarcane,Optimal Health,105.42,38.51,77.01,6.53,80.11
Wheat,Optimal Health,113.13,35.32,52.38,6.96,61.28
Sugarcane,pH Stress,99.14,43.64,78.88,4.23,73.86
Cotton,pH Stress,99.3,57.09,74.21,4.73,66.06
Sugarcane,Optimal Health,99.25,40.09,53.16,6.91,63.26
Cotton,pH Stress,97.57,45.03,60.8,4.95,60.91
Cotton,Phosphorus Deficiency,109.79,15.88,77.49,6.8,84.65
Rice,Potassium Toxicity,105.1,57.42,164.32,7.36,74.63
Rice,Nitrogen Deficiency,18.83,50.85,56.3,6.34,67.74
Cotton,Phosphorus Deficiency,72.99,10.14,51.14,6.57,70.48
Sugarcane,Nitrogen Deficiency,12.98,35.72,79.8,7.27,71.28
Rice,Optimal Health,116.96,38.23,77.04,7.28,66.99
Sugarcane,Nitrogen Deficiency,23.12,47.06,55.89,7.41,60.31
Rice,Optimal Health,119.66,36.58,62.21,6.89,79.6
Maize,Phosphorus Deficiency,104.63,20.29,68.62,6.66,65.93
Wheat,Optimal Health,113.72,39.53,63.77,7.3,77.38
Rice,pH Stress,93.04,55.05,53.92,4.07,61.12
Wheat,Phosphorus Deficiency,76.8,16.78,57.69,6.84,62.02
Maize,pH Stress,97.43,50.36,70.52,5.23,64.28
Cotton,Nitrogen Deficiency,19.5,55.86,79.77,6.76,81.22
Sugarcane,Optimal Health,99.62,52.14,75.03,7.36,67.95
Rice,Optimal Health,94.41,55.9,74.87,6.11,60.12
Sugarcane,pH Stress,95.94,44.12,78.17,4.53,73.13
Wheat,Optimal Health,116.13,44.86,72.13,7.16,60.57
Sugarcane,Optimal Health,112.5,54.66,52.09,6.46,76.75
Rice,Potassium Toxicity,77.18,49.24,200.58,7.32,62.7
Rice,Potassium Toxicity,102.96,40.82,219.55,6.28,83.28
Cotton,Nitrogen Deficiency,29.01,45.7,74.13,7.31,65.71
Cotton,Potassium Toxicity,111.07,38.82,229.39,7.13,66.35
Cotton,pH Stress,106.65,55.36,50.32,5.28,77.23
Sugarcane,Nitrogen Deficiency,18.81,47.37,59.13,6.97,62.17
Cotton,Phosphorus Deficiency,74.2,13.5,58.41,6.9,64.79
Cotton,Potassium Toxicity,118.78,46.98,207.54,7.05,80.52
Maize,Phosphorus Deficiency,118.08,24.05,68.02,6.99,77.46
Cotton,Potassium Toxicity,95.95,39.32,197.46,6.55,69.43
Maize,Phosphorus Deficiency,105.2,11.26,51.19,6.63,82.6
Sugarcane,Potassium Toxicity,114.07,50.45,224.11,7.26,80.31
Maize,Nitrogen Deficiency,13.58,40.0,50.14,6.97,78.28
Rice,pH Stress,99.93,36.83,73.41,4.58,83.76
Wheat,Nitrogen Deficiency,11.75,54.0,58.08,7.42,64.38
Maize,Potassium Toxicity,93.51,43.66,160.38,6.3,67.74
Maize,Potassium Toxicity,109.73,42.09,221.83,7.44,61.49
Wheat,Optimal Health,93.67,37.99,53.49,6.47,73.31
Cotton,Potassium Toxicity,109.01,43.4,235.04,6.84,71.25
Maize,pH Stress,91.46,59.25,74.98,4.63,74.12
Wheat,pH Stress,102.68,40.81,65.62,5.29,83.28
Wheat,Potassium Toxicity,115.98,54.27,207.44,6.49,63.63
Wheat,Nitrogen Deficiency,29.5,59.67,64.42,6.65,78.26
Maize,pH Stress,104.59,44.12,68.17,5.1,67.13
Sugarcane,Potassium Toxicity,113.42,56.12,211.95,6.65,71.46
Wheat,Potassium Toxicity,99.69,38.55,202.51,6.88,60.02
Maize,Optimal Health,101.72,43.69,57.69,6.56,79.88
Wheat,Optimal Health,83.53,37.92,77.15,7.35,80.9
Rice,Optimal Health,117.61,35.81,50.83,6.18,80.4
Cotton,Phosphorus Deficiency,73.65,12.65,79.44,7.09,66.38
Cotton,Phosphorus Deficiency,90.84,24.79,72.02,6.55,81.99
Maize,Phosphorus Deficiency,77.38,11.71,78.11,7.41,70.71
Rice,Phosphorus Deficiency,97.97,15.71,55.55,6.31,80.26
Wheat,pH Stress,101.66,59.21,65.47,4.97,84.84
Maize,Nitrogen Deficiency,14.61,52.88,74.01,6.88,60.49
Rice,Phosphorus Deficiency,72.81,20.04,67.06,7.26,68.83
Wheat,Potassium Toxicity,101.77,36.69,153.22,6.48,66.66
Rice,Nitrogen Deficiency,24.92,47.55,65.49,6.12,78.77
Wheat,Optimal Health,91.57,54.7,65.25,7.29,79.01
Rice,Potassium Toxicity,96.85,56.08,235.11,6.48,71.15
Rice,Phosphorus Deficiency,105.31,20.82,56.56,7.34,80.06
Cotton,Potassium Toxicity,72.51,49.61,187.51,6.18,73.76
Rice,Phosphorus Deficiency,110.63,20.0,69.35,6.58,63.59
Sugarcane,Potassium Toxicity,117.77,55.26,205.04,6.26,73.36
Sugarcane,Optimal Health,92.61,42.71,68.59,7.22,68.81
Rice,Optimal Health,82.52,45.49,56.49,7.48,65.32
Sugarcane,Optimal Health,99.73,40.76,77.26,7.18,79.29
Maize,Optimal Health,98.41,43.66,79.2,6.9,74.74
Wheat,Optimal Health,98.57,38.26,74.1,6.71,63.58
Wheat,pH Stress,100.73,36.43,78.89,4.69,66.03
Maize,Nitrogen Deficiency,23.06,38.97,76.5,6.95,62.41
Wheat,Phosphorus Deficiency,83.53,21.85,55.19,6.53,72.8
Wheat,Phosphorus Deficiency,80.19,17.93,66.63,7.04,67.42
Sugarcane,Potassium Toxicity,88.47,47.11,213.18,7.1,60.24
Sugarcane,Potassium Toxicity,75.18,48.76,247.98,6.0,69.33
Sugarcane,pH Stress,95.26,49.38,67.84,4.39,65.12
Cotton,Optimal Health,96.97,38.44,75.64,6.9,76.58
Sugarcane,Nitrogen Deficiency,17.98,58.66,54.16,6.8,75.09
Maize,Phosphorus Deficiency,86.09,16.75,64.73,6.01,75.51
Cotton,Phosphorus Deficiency,90.61,24.4,79.76,6.94,81.29
Cotton,pH Stress,103.57,47.57,72.75,4.36,63.48
Cotton,Nitrogen Deficiency,11.89,54.0,51.55,6.87,73.91
Cotton,Optimal Health,78.7,50.43,56.69,6.24,81.73
Cotton,Potassium Toxicity,75.85,59.98,213.62,6.92,68.74
Wheat,pH Stress,99.44,35.25,55.26,5.19,76.22
Cotton,Potassium Toxicity,113.87,43.44,192.51,6.33,63.51
Maize,Potassium Toxicity,94.6,56.63,171.78,7.48,64.49
Maize,Potassium Toxicity,102.68,43.85,175.36,7.31,68.78
Rice,Nitrogen Deficiency,25.41,54.45,79.44,6.41,74.79
Sugarcane,Phosphorus Deficiency,83.26,13.76,76.71,6.3,77.76
Maize,pH Stress,78.2,51.58,78.8,4.01,70.92
Maize,Potassium Toxicity,107.35,37.89,167.05,6.43,72.04
Maize,Potassium Toxicity,84.55,39.49,233.42,6.14,73.78
Sugarcane,Potassium Toxicity,92.02,39.44,162.8,7.23,65.1
Cotton,Potassium Toxicity,109.6,48.41,197.33,6.07,74.62
Cotton,pH Stress,101.25,38.65,77.89,4.08,73.45
Cotton,Potassium Toxicity,72.93,42.96,167.12,6.11,68.96
Rice,Nitrogen Deficiency,21.83,51.84,72.3,7.17,75.44
Maize,pH Stress,91.06,41.39,55.89,4.13,73.55
Rice,Optimal Health,106.5,45.45,72.39,6.96,74.19
Maize,Optimal Health,108.13,36.42,51.46,7.08,71.58
Sugarcane,Potassium Toxicity,95.14,55.86,181.73,6.67,69.35
Sugarcane,Phosphorus Deficiency,109.61,15.45,65.34,6.24,78.28
Sugarcane,Potassium Toxicity,84.71,47.26,175.36,7.46,72.29
Maize,pH Stress,86.93,49.78,63.58,5.09,64.48
Rice,pH Stress,97.97,48.08,65.22,4.56,67.37
Maize,Phosphorus Deficiency,80.03,14.14,61.14,6.31,62.73
Sugarcane,pH Stress,108.87,42.82,71.99,4.33,66.85
Rice,Phosphorus Deficiency,93.01,24.88,51.21,6.62,74.84
Wheat,Optimal Health,88.17,55.78,75.9,6.33,66.98
Rice,pH Stress,108.14,58.17,71.4,4.25,73.38
Wheat,Potassium Toxicity,111.26,35.68,166.67,6.42,70.85
Cotton,Optimal Health,102.04,58.72,55.4,6.57,75.5
Maize,pH Stress,109.53,41.31,74.02,4.97,65.68
Cotton,Phosphorus Deficiency,70.06,16.77,78.34,7.0,63.39
Cotton,Phosphorus Deficiency,116.3,14.77,54.2,7.36,79.81
Cotton,Optimal Health,118.44,44.91,62.36,7.39,75.49
Rice,pH Stress,85.57,41.31,51.06,5.41,79.16
Wheat,pH Stress,96.42,47.29,55.23,5.42,71.93
Cotton,pH Stress,86.27,47.21,54.28,4.48,67.02
Wheat,Potassium Toxicity,83.62,38.19,150.48,6.24,60.95
Wheat,pH Stress,91.45,39.94,74.42,4.43,62.34
Cotton,Optimal Health,111.95,47.01,61.49,7.32,67.17
Sugarcane,Potassium Toxicity,79.69,59.6,204.16,6.35,66.19
Cotton,Nitrogen Deficiency,16.06,47.82,70.0,6.9,84.38
Sugarcane,Potassium Toxicity,93.94,41.69,182.17,6.81,70.93
Wheat,Phosphorus Deficiency,84.57,15.3,71.3,7.38,63.37
Maize,Potassium Toxicity,112.64,44.88,208.46,6.26,77.16
Sugarcane,Optimal Health,91.94,41.99,53.77,7.1,61.64
Maize,pH Stress,84.45,46.44,58.1,4.92,75.42
Maize,pH Stress,72.57,41.34,52.38,4.46,60.93
Sugarcane,Potassium Toxicity,90.52,51.76,184.15,7.03,61.76
Cotton,Optimal Health,81.72,35.3,50.62,6.95,69.41
Rice,Potassium Toxicity,109.5,37.42,219.56,7.31,60.35
Wheat,pH Stress,71.28,53.14,72.53,5.16,81.02
Wheat,Optimal Health,81.18,49.07,72.82,6.56,65.2
Rice,Potassium Toxicity,107.85,40.07,158.16,6.06,66.99
Cotton,Potassium Toxicity,77.67,59.64,187.11,6.39,68.78
Sugarcane,pH Stress,96.04,48.62,58.86,5.18,64.19
Maize,Optimal Health,88.25,48.93,77.59,7.02,68.57
Maize,pH Stress,88.18,54.98,72.68,4.52,79.96
Sugarcane,pH Stress,80.52,36.24,58.29,4.41,71.81
Rice,Potassium Toxicity,102.84,41.48,243.7,7.22,75.03
Cotton,Phosphorus Deficiency,95.65,16.07,62.26,7.46,80.99
Rice,Potassium Toxicity,117.87,58.3,208.36,6.03,79.87
Cotton,Phosphorus Deficiency,106.59,11.85,73.36,6.75,79.38
Rice,Nitrogen Deficiency,16.14,56.1,66.87,6.43,77.37
Wheat,Optimal Health,74.27,56.47,71.11,7.24,75.73
Maize,Phosphorus Deficiency,115.38,21.68,69.85,6.53,71.2
Wheat,pH Stress,84.72,48.26,61.71,4.13,79.92
Sugarcane,Phosphorus Deficiency,81.43,10.06,51.86,7.33,68.55
Wheat,Optimal Health,102.02,38.19,54.9,7.48,80.08
Wheat,Potassium Toxicity,90.48,56.88,200.83,6.61,63.95
Rice,pH Stress,106.53,55.17,59.67,4.65,73.04
Sugarcane,Phosphorus Deficiency,109.37,14.81,51.18,6.98,82.3
Wheat,Phosphorus Deficiency,109.24,11.36,60.43,6.95,81.89
Rice,Optimal Health,113.07,43.26,71.66,7.13,75.92
Maize,Optimal Health,72.85,45.21,71.74,6.52,81.91
Maize,pH Stress,119.53,41.38,53.32,4.18,82.74
Maize,pH Stress,72.42,47.05,66.44,5.09,74.95
Rice,pH Stress,86.7,47.21,74.37,5.47,81.38
Wheat,pH Stress,79.34,36.29,68.12,4.21,64.41
Wheat,Phosphorus Deficiency,112.4,10.37,58.18,6.16,83.23
Rice,Potassium Toxicity,91.79,44.83,244.38,6.18,83.97
Sugarcane,pH Stress,96.7,52.91,50.18,5.08,62.13
Wheat,pH Stress,90.55,49.63,58.04,4.31,70.38
Maize,Optimal Health,116.48,45.45,64.26,7.05,73.15
Wheat,pH Stress,90.58,53.26,62.79,4.45,69.8
Maize,Phosphorus Deficiency,98.01,16.68,75.56,7.43,81.2
Maize,Optimal Health,106.13,49.79,58.63,6.83,73.0
Wheat,pH Stress,101.17,50.44,71.18,4.92,66.99
Sugarcane,Potassium Toxicity,100.41,41.38,200.67,6.23,68.38
Maize,Potassium Toxicity,107.44,43.65,238.8,6.08,67.9
Wheat,Optimal Health,99.94,51.73,78.57,6.05,60.1
Rice,pH Stress,118.83,54.11,53.03,4.21,64.18
Wheat,Optimal Health,107.58,46.23,59.18,7.35,70.09
Maize,Nitrogen Deficiency,29.23,53.24,60.25,7.01,83.68
Rice,Potassium Toxicity,72.54,42.8,196.94,6.18,67.92
Maize,pH Stress,77.27,58.17,74.29,5.2,79.04
Sugarcane,Phosphorus Deficiency,119.0,24.68,50.3,7.12,83.79
Rice,Optimal Health,75.24,57.63,60.99,7.48,64.28
Sugarcane,pH Stress,107.78,52.4,50.46,4.83,76.91
Sugarcane,Optimal Health,114.4,43.75,50.12,7.1,78.48
Cotton,Potassium Toxicity,83.68,36.68,235.28,6.8,80.95
Maize,Optimal Health,115.54,55.8,70.43,6.28,68.14
Wheat,Nitrogen Deficiency,17.81,50.83,54.63,6.43,62.56
Maize,Potassium Toxicity,93.77,44.13,196.11,7.21,75.06
Rice,Optimal Health,111.04,54.46,53.2,6.25,64.25
Sugarcane,Potassium Toxicity,96.63,35.68,218.17,6.39,67.69
Rice,pH Stress,73.43,39.17,54.85,4.73,63.38
Rice,Potassium Toxicity,89.66,52.17,169.25,6.64,80.92
Wheat,Potassium Toxicity,89.6,47.19,197.24,6.56,67.13
Maize,Optimal Health,90.74,56.36,67.19,7.12,78.29
Maize,Optimal Health,112.27,58.73,62.7,6.8,75.81
Wheat,Nitrogen Deficiency,21.69,48.4,73.46,6.09,80.81
Maize,Optimal Health,86.8,38.02,69.1,7.31,81.67
Maize,Optimal Health,98.28,46.38,74.47,6.46,73.55
Maize,Nitrogen Deficiency,14.26,39.82,66.64,6.12,76.01
Wheat,Potassium Toxicity,113.19,56.37,150.5,6.18,84.78
Wheat,pH Stress,80.06,56.45,51.25,4.72,62.87
Rice,Phosphorus Deficiency,76.32,15.43,58.2,6.48,75.56
Sugarcane,Phosphorus Deficiency,90.46,13.7,58.44,6.27,73.26
Rice,Phosphorus Deficiency,83.76,14.27,56.09,7.14,70.4
Maize,Phosphorus Deficiency,109.69,17.64,67.76,6.83,77.17
Wheat,Potassium Toxicity,113.98,52.56,172.56,6.02,83.9
Rice,Nitrogen Deficiency,14.34,53.55,58.32,6.96,66.28
Sugarcane,Nitrogen Deficiency,20.82,46.45,50.76,6.9,78.63
Maize,Optimal Health,97.47,39.96,72.4,7.49,71.4
Sugarcane,pH Stress,101.58,48.2,56.39,4.77,60.96
Sugarcane,pH Stress,85.42,56.28,71.74,5.01,68.62
Cotton,Potassium Toxicity,72.11,39.4,175.92,6.73,75.52
Sugarcane,Phosphorus Deficiency,114.92,23.14,74.71,6.36,81.57
Sugarcane,Phosphorus Deficiency,102.45,11.22,79.12,6.75,76.96
Sugarcane,Nitrogen Deficiency,22.51,56.27,61.19,7.2,78.89
Maize,pH Stress,113.13,48.54,59.91,5.25,61.73
Rice,pH Stress,97.98,36.29,66.07,5.29,84.53
Maize,Potassium Toxicity,74.55,49.47,229.8,6.54,65.73
Wheat,Phosphorus Deficiency,75.56,13.67,58.55,7.18,73.81
Cotton,Optimal Health,84.65,58.9,78.78,6.61,72.54
Maize,Potassium Toxicity,102.06,54.62,198.48,6.39,82.09
Maize,Optimal Health,71.45,59.47,77.37,6.98,73.1
Wheat,Phosphorus Deficiency,76.27,10.81,66.51,6.13,64.33
Rice,Phosphorus Deficiency,109.03,11.99,63.46,6.15,75.34
Sugarcane,Nitrogen Deficiency,18.69,47.89,50.33,6.37,73.21
Maize,Phosphorus Deficiency,109.1,16.1,60.77,6.78,66.2
Maize,Phosphorus Deficiency,104.32,18.26,79.44,6.77,60.0
Cotton,Potassium Toxicity,73.25,59.91,188.04,7.2,67.75
Maize,pH Stress,101.83,40.38,77.98,4.38,71.35
Wheat,Optimal Health,119.98,58.6,61.25,7.39,81.8
Rice,Nitrogen Deficiency,23.97,36.17,62.8,6.59,65.31
Wheat,Phosphorus Deficiency,87.81,18.29,71.33,7.14,72.48
Maize,Nitrogen Deficiency,16.47,55.6,74.52,6.54,78.81
Maize,Nitrogen Deficiency,11.11,38.57,60.02,7.48,62.4
Maize,Phosphorus Deficiency,96.92,24.54,71.06,7.27,66.35
Wheat,Optimal Health,107.23,41.1,68.77,6.85,81.45
Wheat,Potassium Toxicity,115.36,42.75,231.59,6.57,76.17
Sugarcane,pH Stress,76.69,48.56,55.86,4.64,79.88
Cotton,Optimal Health,75.53,58.68,72.34,6.73,84.09
Cotton,pH Stress,82.78,43.09,59.04,4.6,74.02
Wheat,pH Stress,83.46,53.43,75.88,4.09,81.43
Wheat,Nitrogen Deficiency,23.25,35.55,64.36,6.29,76.76
Maize,pH Stress,101.16,42.99,78.09,4.86,63.77
Maize,Phosphorus Deficiency,116.26,20.6,55.58,7.29,62.08
Wheat,Nitrogen Deficiency,19.71,38.47,51.33,6.19,79.76
Wheat,Optimal Health,93.05,36.75,62.58,6.04,75.09
Sugarcane,Potassium Toxicity,103.26,42.11,165.42,6.35,74.24
Maize,Potassium Toxicity,103.31,39.6,209.45,6.34,75.29
Sugarcane,pH Stress,101.68,56.18,64.26,4.88,82.81
Cotton,Optimal Health,87.93,55.87,51.98,6.56,83.58
Wheat,Optimal Health,111.14,57.34,56.66,6.79,72.14
Cotton,Optimal Health,75.4,58.39,73.84,7.13,82.69
Cotton,Nitrogen Deficiency,14.79,50.85,70.98,6.76,67.25
Maize,Nitrogen Deficiency,13.42,41.39,61.29,6.66,64.05
Sugarcane,Phosphorus Deficiency,81.04,17.43,64.87,6.17,68.44
Maize,pH Stress,76.99,58.21,61.67,5.46,79.53
Cotton,pH Stress,70.32,56.11,50.55,5.41,65.71
Cotton,Optimal Health,77.09,40.98,55.94,7.44,75.42
Wheat,Optimal Health,74.93,49.3,53.65,6.91,72.0
Maize,pH Stress,102.3,47.66,61.11,4.82,66.44
Wheat,Nitrogen Deficiency,23.67,38.52,55.02,6.28,60.91
Sugarcane,Optimal Health,70.88,50.42,79.06,6.59,60.04
Cotton,Nitrogen Deficiency,28.58,50.43,65.56,6.93,67.52
Rice,Phosphorus Deficiency,100.87,13.54,64.46,6.79,84.03
Sugarcane,Optimal Health,104.74,44.08,56.68,6.74,79.07
Wheat,Optimal Health,93.23,38.29,53.13,6.89,62.16
Maize,Optimal Health,70.92,51.51,77.64,6.36,80.37
Maize,pH Stress,110.76,55.57,59.69,4.71,72.26
Maize,Potassium Toxicity,94.83,42.64,166.5,6.31,70.56
Wheat,pH Stress,80.21,59.18,79.99,4.8,78.29
Maize,Nitrogen Deficiency,21.43,52.86,53.03,7.46,77.86
Wheat,Optimal Health,77.73,42.91,66.02,6.09,78.66
Rice,Potassium Toxicity,111.76,48.55,161.23,6.92,60.87
Wheat,Nitrogen Deficiency,28.25,36.64,59.8,6.45,62.26
Maize,pH Stress,89.8,43.31,55.78,5.01,66.64
Maize,pH Stress,114.72,40.43,55.65,4.45,76.68
Cotton,Optimal Health,90.44,48.0,59.35,6.55,80.01
Cotton,pH Stress,113.38,35.68,68.14,4.8,73.94
Cotton,pH Stress,91.87,36.44,62.24,5.46,60.03
Rice,Phosphorus Deficiency,116.4,21.84,64.93,6.92,67.57
Cotton,pH Stress,76.5,37.52,57.6,4.43,63.77
Maize,Phosphorus Deficiency,113.64,22.7,53.85,6.54,64.62
Sugarcane,Potassium Toxicity,82.22,51.23,191.05,7.2,66.95
Wheat,pH Stress,113.17,40.19,51.54,4.64,72.15
Maize,pH Stress,75.18,35.58,53.7,4.37,80.28
Sugarcane,pH Stress,84.56,44.45,68.46,4.44,73.73
Wheat,pH Stress,92.44,40.56,50.09,5.05,77.53
Rice,pH Stress,81.51,37.96,65.14,5.4,67.15
Sugarcane,Phosphorus Deficiency,113.9,10.48,68.51,6.11,61.48
Cotton,Optimal Health,88.98,58.85,74.82,6.06,82.8
Cotton,Phosphorus Deficiency,72.73,10.67,53.92,6.91,65.32
Wheat,Phosphorus Deficiency,117.59,17.26,50.87,7.08,60.97
Wheat,Optimal Health,91.62,42.04,51.61,6.14,61.28
Rice,Phosphorus Deficiency,111.73,14.46,53.33,6.8,69.82
Sugarcane,Optimal Health,103.01,37.96,50.51,6.01,71.2
Sugarcane,pH Stress,90.16,36.4,72.59,4.54,78.1
Cotton,pH Stress,74.42,47.75,66.76,4.58,68.28
Wheat,Nitrogen Deficiency,10.36,51.74,56.77,6.45,76.91
Maize,Optimal Health,79.84,44.55,62.27,7.07,64.38
Maize,Nitrogen Deficiency,21.35,57.7,57.16,6.16,69.7
Rice,Nitrogen Deficiency,13.94,39.88,66.98,7.41,61.83
Rice,Potassium Toxicity,76.61,35.39,177.44,6.86,67.32
Cotton,Nitrogen Deficiency,13.86,44.59,56.6,7.31,83.75
Rice,Nitrogen Deficiency,11.12,46.18,59.93,6.42,74.99
Rice,Optimal Health,72.45,38.7,55.18,7.17,62.01
Rice,Optimal Health,98.81,57.8,66.38,6.36,82.01
Maize,Phosphorus Deficiency,102.22,13.53,71.63,6.64,74.42
Rice,Potassium Toxicity,80.81,47.4,241.62,7.07,68.8
Sugarcane,Optimal Health,94.77,35.24,68.74,6.41,70.46
Wheat,Nitrogen Deficiency,18.27,40.49,78.78,6.48,72.4
Cotton,Phosphorus Deficiency,112.49,19.13,73.01,7.35,72.35
Maize,pH Stress,91.2,38.96,63.35,5.14,63.6
Cotton,Phosphorus Deficiency,104.12,18.44,57.07,6.86,82.34
Sugarcane,Phosphorus Deficiency,77.56,17.88,65.91,6.37,66.8
Rice,pH Stress,92.13,56.12,68.88,5.39,83.57
Cotton,Phosphorus Deficiency,112.77,21.55,59.33,7.49,66.72
Sugarcane,pH Stress,94.28,58.36,53.52,4.26,69.82
Wheat,pH Stress,95.1,49.67,77.91,4.22,69.34
Maize,Optimal Health,104.41,39.8,57.83,7.22,72.69
Rice,Potassium Toxicity,83.73,45.54,215.22,6.25,69.55
Wheat,Phosphorus Deficiency,96.34,12.84,54.77,6.18,82.88
Maize,pH Stress,99.68,48.77,53.32,4.67,80.12
Sugarcane,Phosphorus Deficiency,106.82,24.95,51.22,6.23,79.98
Sugarcane,Nitrogen Deficiency,22.85,36.0,72.02,6.55,77.38
Wheat,Phosphorus Deficiency,108.11,10.0,67.52,7.18,82.27
Sugarcane,Optimal Health,104.8,37.49,60.24,6.47,62.66
Sugarcane,Potassium Toxicity,90.73,41.3,233.81,6.17,72.23
Maize,pH Stress,73.57,52.51,65.56,4.11,80.52
Sugarcane,pH Stress,76.91,57.03,74.87,5.08,66.09
Cotton,Optimal Health,105.32,39.18,63.59,7.12,84.54
Rice,Phosphorus Deficiency,75.65,22.98,62.44,6.01,74.51
Sugarcane,Optimal Health,70.81,40.35,56.53,6.83,60.31
Wheat,pH Stress,112.97,46.88,61.39,5.32,63.43
Wheat,Optimal Health,113.66,41.19,60.4,7.41,71.69
Wheat,Potassium Toxicity,112.71,51.24,205.75,7.23,78.14
Sugarcane,Phosphorus Deficiency,117.58,17.28,64.61,6.38,78.06
Maize,pH Stress,108.3,45.47,59.85,4.43,73.61
Rice,Potassium Toxicity,71.55,58.99,233.93,6.83,62.94
Maize,Phosphorus Deficiency,108.54,22.87,54.72,6.29,77.51
Wheat,Phosphorus Deficiency,115.99,15.78,52.59,6.88,70.64
Maize,pH Stress,116.72,41.38,59.81,5.5,74.69
Sugarcane,Phosphorus Deficiency,79.23,10.95,62.47,6.75,77.94
Sugarcane,Nitrogen Deficiency,23.84,51.98,52.15,7.49,80.61
Cotton,Nitrogen Deficiency,13.12,53.71,60.43,6.77,71.59
Sugarcane,Phosphorus Deficiency,70.22,24.69,62.56,6.83,61.96
Sugarcane,Nitrogen Deficiency,23.29,54.73,51.03,6.23,79.14
Maize,Phosphorus Deficiency,81.29,11.48,67.62,7.1,73.68
Rice,Nitrogen Deficiency,22.9,58.46,54.46,7.13,63.76
Rice,Potassium Toxicity,94.22,47.51,209.44,7.03,72.78
Sugarcane,Nitrogen Deficiency,22.39,50.77,69.22,6.12,76.95
Rice,Optimal Health,93.03,50.44,52.18,7.3,66.12
Maize,Nitrogen Deficiency,12.7,54.99,50.36,7.41,63.38
Wheat,Potassium Toxicity,95.06,57.64,229.19,6.99,69.45
Sugarcane,Phosphorus Deficiency,108.26,21.62,65.23,7.11,67.63
Sugarcane,pH Stress,105.9,43.5,51.24,5.35,79.15
Rice,Optimal Health,92.2,48.01,51.42,7.42,84.7
Cotton,Phosphorus Deficiency,104.08,20.95,78.62,6.4,81.52
Maize,pH Stress,117.69,35.48,71.7,4.18,61.42
Cotton,pH Stress,75.67,55.78,54.73,4.27,76.03
Cotton,Optimal Health,109.1,54.53,79.83,6.05,64.46
Maize,Potassium Toxicity,116.9,51.46,186.25,6.29,66.08
Wheat,Nitrogen Deficiency,10.62,55.36,57.37,6.16,76.32
Cotton,Optimal Health,85.78,54.24,64.29,6.26,60.13
Wheat,pH Stress,80.21,43.0,51.37,4.74,83.4
Wheat,Potassium Toxicity,70.37,57.22,226.3,6.37,71.89
Rice,Potassium Toxicity,93.82,51.19,172.38,6.89,68.94
Rice,Phosphorus Deficiency,87.34,12.52,79.42,7.36,77.1
Rice,Nitrogen Deficiency,18.25,51.83,63.83,6.65,70.88
Rice,Nitrogen Deficiency,18.99,49.09,59.62,6.33,84.35
Cotton,Potassium Toxicity,79.11,49.35,164.55,7.13,80.47
Cotton,Potassium Toxicity,118.49,56.97,245.35,6.17,67.09
Sugarcane,Phosphorus Deficiency,97.93,24.41,74.55,6.47,65.42
Cotton,Optimal Health,85.8,52.38,66.07,6.0,79.59
Maize,Optimal Health,102.65,40.18,74.88,6.5,62.7
Sugarcane,Phosphorus Deficiency,101.66,13.7,69.06,7.42,75.54
Cotton,Potassium Toxicity,77.82,51.93,220.71,6.87,71.94
Maize,Phosphorus Deficiency,83.28,24.08,52.8,6.04,67.63
Cotton,Potassium Toxicity,101.87,46.5,210.15,6.04,82.12
Cotton,Optimal Health,116.39,43.31,69.42,6.13,77.22
Sugarcane,pH Stress,98.91,57.88,52.39,5.08,76.11
Rice,Phosphorus Deficiency,83.7,15.37,54.42,7.39,74.51
Wheat,Nitrogen Deficiency,15.77,42.65,73.94,6.31,64.32
Sugarcane,Optimal Health,73.26,45.41,74.86,7.02,65.96
Cotton,pH Stress,106.65,57.56,58.67,4.83,70.37
Wheat,pH Stress,86.79,58.14,78.56,5.0,60.95
Maize,Nitrogen Deficiency,27.64,44.73,54.19,6.94,78.31
Sugarcane,Potassium Toxicity,113.97,50.09,190.62,6.35,84.3
Sugarcane,Phosphorus Deficiency,117.04,11.61,79.13,7.45,72.59
Rice,Potassium Toxicity,79.55,38.33,156.91,6.01,66.41
Sugarcane,Nitrogen Deficiency,19.38,40.62,58.87,6.14,79.68
